Longitude,Latitude,Lote,Conjunto de datos,Producto,Id obj.,EC Sperficial(dS/m),EC SubSuperficial(dS/m),Elevation(m),(seco)Masa de rend.(tonne/ha),MO del suelo(%),pH del suelo((1))
-63.95544635,-31.30135452,1,nutrientes,NO Product,640,22.04,10.15,352.86,2.241,3.329,6.620
-63.95544635,-31.30117453,1,nutrientes,NO Product,641,22.06,10.32,352.80,2.236,3.378,6.625
-63.95544635,-31.30099455,1,nutrientes,NO Product,642,21.28,10.15,352.76,2.321,3.402,6.624
-63.95543581,-31.30080556,1,nutrientes,NO Product,643,20.10,9.630,352.71,2.413,3.393,6.615
-63.95544635,-31.30063458,1,nutrientes,NO Product,644,19.08,9.017,352.68,2.477,3.379,6.605
-63.95544635,-31.30044559,1,nutrientes,NO Product,645,18.33,8.461,352.65,2.500,3.365,6.591
-63.95544635,-31.30027461,1,nutrientes,NO Product,646,18.01,8.125,352.62,2.477,3.348,6.581
-63.95544635,-31.30008562,1,nutrientes,NO Product,647,18.01,7.961,352.59,2.440,3.335,6.568
-63.95544635,-31.29990564,1,nutrientes,NO Product,648,18.19,7.994,352.56,2.376,3.323,6.553
-63.95544635,-31.29973465,1,nutrientes,NO Product,649,18.35,8.228,352.53,2.358,3.313,6.537
-63.95544635,-31.29955466,1,nutrientes,NO Product,650,18.58,8.638,352.50,2.353,3.305,6.519
-63.95544635,-31.29937468,1,nutrientes,NO Product,651,18.91,9.178,352.49,2.267,3.298,6.500
-63.95544635,-31.29919469,1,nutrientes,NO Product,652,19.42,9.656,352.48,2.144,3.273,6.512
-63.95544635,-31.29901471,1,nutrientes,NO Product,653,19.61,9.897,352.48,2.089,3.202,6.599
-63.95544635,-31.29882572,1,nutrientes,NO Product,654,19.44,9.710,352.47,2.099,3.130,6.688
-63.95544635,-31.29865474,1,nutrientes,NO Product,655,19.04,9.230,352.47,2.106,3.062,6.769
-63.95544635,-31.29847475,1,nutrientes,NO Product,656,18.69,8.750,352.49,2.047,3.001,6.839
-63.95544635,-31.29829476,1,nutrientes,NO Product,657,18.01,8.353,352.53,1.913,2.948,6.895
-63.95544635,-31.29811478,1,nutrientes,NO Product,658,17.69,8.201,352.57,1.806,2.903,6.937
-63.95544635,-31.29793479,1,nutrientes,NO Product,659,17.62,8.194,352.62,1.688,2.865,6.966
-63.95544635,-31.29775481,1,nutrientes,NO Product,660,17.56,8.284,352.68,1.526,2.834,6.983
-63.95543581,-31.29756582,1,nutrientes,NO Product,661,17.22,8.298,352.72,1.273,2.809,6.991
-63.95544635,-31.29739484,1,nutrientes,NO Product,662,17.01,8.331,352.76,1.061,2.810,7.007
-63.95546742,-31.29723666,1,nutrientes,NO Product,663,16.68,8.309,352.78,0.920,2.795,7.007
-63.95530940,-31.31819971,1,nutrientes,NO Product,664,17.06,8.065,354.21,1.532,2.497,6.501
-63.95523567,-31.31808418,1,nutrientes,NO Product,665,17.14,8.079,354.21,1.501,2.484,6.494
-63.95523567,-31.31791320,1,nutrientes,NO Product,666,17.13,8.053,354.19,1.531,2.470,6.485
-63.95523567,-31.31772421,1,nutrientes,NO Product,667,17.22,8.005,354.19,1.618,2.456,6.473
-63.95523567,-31.31754422,1,nutrientes,NO Product,668,17.48,7.939,354.17,1.749,2.442,6.458
-63.95523567,-31.31737324,1,nutrientes,NO Product,669,17.64,7.945,354.16,1.854,2.426,6.439
-63.95523567,-31.31719325,1,nutrientes,NO Product,670,17.86,7.971,354.15,1.880,2.410,6.417
-63.95523567,-31.31701327,1,nutrientes,NO Product,671,18.08,8.078,354.15,1.914,2.396,6.392
-63.95523567,-31.31682428,1,nutrientes,NO Product,672,18.29,8.174,354.15,2.035,2.379,6.369
-63.95523567,-31.31665330,1,nutrientes,NO Product,673,18.43,8.258,354.14,2.180,2.371,6.372
-63.95523567,-31.31646431,1,nutrientes,NO Product,674,18.60,8.355,354.14,2.324,2.369,6.387
-63.95522513,-31.31629332,1,nutrientes,NO Product,675,18.81,8.557,354.14,2.363,2.368,6.401
-63.95523567,-31.31610434,1,nutrientes,NO Product,676,19.03,8.788,354.14,2.376,2.366,6.415
-63.95522513,-31.31593335,1,nutrientes,NO Product,677,19.02,8.956,354.15,2.378,2.367,6.428
-63.95523567,-31.31574437,1,nutrientes,NO Product,678,18.94,9.146,354.15,2.398,2.369,6.440
-63.95523567,-31.31556438,1,nutrientes,NO Product,679,18.82,9.275,354.16,2.457,2.373,6.450
-63.95522513,-31.31539340,1,nutrientes,NO Product,680,18.79,9.372,354.18,2.562,2.379,6.459
-63.95523567,-31.31520441,1,nutrientes,NO Product,681,18.73,9.227,354.19,2.627,2.385,6.467
-63.95523567,-31.31503343,1,nutrientes,NO Product,682,18.50,8.854,354.20,2.681,2.384,6.476
-63.95522513,-31.31485344,1,nutrientes,NO Product,683,18.05,8.483,354.22,2.606,2.363,6.487
-63.95523567,-31.31467345,1,nutrientes,NO Product,684,17.57,8.130,354.24,2.539,2.333,6.499
-63.95523567,-31.31449347,1,nutrientes,NO Product,685,17.04,7.794,354.27,2.495,2.302,6.510
-63.95523567,-31.31430448,1,nutrientes,NO Product,686,16.83,7.605,354.30,2.393,2.268,6.517
-63.95523567,-31.31412450,1,nutrientes,NO Product,687,16.71,7.531,354.32,2.324,2.237,6.523
-63.95523567,-31.31395351,1,nutrientes,NO Product,688,16.86,7.583,354.35,2.212,2.207,6.525
-63.95523567,-31.31377353,1,nutrientes,NO Product,689,16.94,7.622,354.37,2.120,2.178,6.524
-63.95523567,-31.31358454,1,nutrientes,NO Product,690,16.92,7.568,354.38,2.154,2.151,6.520
-63.95523567,-31.31340456,1,nutrientes,NO Product,691,16.95,7.541,354.39,2.151,2.122,6.517
-63.95523567,-31.31323357,1,nutrientes,NO Product,692,16.70,7.453,354.41,2.103,2.097,6.510
-63.95523567,-31.31304458,1,nutrientes,NO Product,693,16.38,7.388,354.42,2.015,2.074,6.502
-63.95523567,-31.31287360,1,nutrientes,NO Product,694,15.60,7.224,354.43,1.807,2.053,6.496
-63.95523567,-31.31268461,1,nutrientes,NO Product,695,14.80,7.114,354.44,1.565,2.041,6.494
-63.95523567,-31.31251363,1,nutrientes,NO Product,696,14.26,6.949,354.44,1.301,2.036,6.497
-63.95523567,-31.31233364,1,nutrientes,NO Product,697,13.78,6.828,354.44,0.990,2.033,6.500
-63.95533047,-31.31223479,1,nutrientes,NO Product,698,13.90,6.819,354.45,0.620,2.032,6.505
-63.95518299,-31.31172593,1,nutrientes,NO Product,699,16.42,7.482,354.67,1.850,2.027,6.530
-63.95522513,-31.31160470,1,nutrientes,NO Product,700,16.61,7.541,354.67,1.816,2.033,6.535
-63.95523567,-31.31143371,1,nutrientes,NO Product,701,16.58,7.521,354.66,1.819,2.042,6.543
-63.95523567,-31.31124473,1,nutrientes,NO Product,702,16.60,7.542,354.63,1.905,2.057,6.546
-63.95523567,-31.31107374,1,nutrientes,NO Product,703,16.67,7.577,354.60,1.972,2.078,6.560
-63.95523567,-31.31089376,1,nutrientes,NO Product,704,16.75,7.623,354.58,2.033,2.105,6.576
-63.95523567,-31.31070477,1,nutrientes,NO Product,705,16.95,7.702,354.55,2.014,2.139,6.594
-63.95523567,-31.31053379,1,nutrientes,NO Product,706,17.20,7.845,354.51,2.027,2.178,6.614
-63.95522513,-31.31035380,1,nutrientes,NO Product,707,17.58,8.018,354.47,2.004,2.220,6.634
-63.95523567,-31.31016481,1,nutrientes,NO Product,708,18.10,8.306,354.43,1.928,2.263,6.654
-63.95523567,-31.30999383,1,nutrientes,NO Product,709,18.94,8.665,354.40,1.866,2.305,6.672
-63.95523567,-31.30981384,1,nutrientes,NO Product,710,19.53,8.982,354.37,1.835,2.334,6.681
-63.95523567,-31.30962486,1,nutrientes,NO Product,711,19.57,9.011,354.36,1.847,2.330,6.669
-63.95523567,-31.30944487,1,nutrientes,NO Product,712,18.48,8.594,354.35,1.651,2.312,6.648
-63.95523567,-31.30927389,1,nutrientes,NO Product,713,17.81,8.287,354.34,1.460,2.290,6.625
-63.95525673,-31.30911612,1,nutrientes,NO Product,714,16.61,7.763,354.30,1.125,2.268,6.601
-63.95515346,-31.30884382,1,nutrientes,NO Product,715,16.38,7.582,354.24,1.117,2.243,6.576
-63.95523567,-31.30873393,1,nutrientes,NO Product,716,16.28,7.456,354.19,1.147,2.217,6.551
-63.95523567,-31.30855394,1,nutrientes,NO Product,717,16.51,7.482,354.17,1.154,2.190,6.526
-63.95523567,-31.30836496,1,nutrientes,NO Product,718,16.76,7.534,354.18,1.065,2.162,6.501
-63.95523567,-31.30819397,1,nutrientes,NO Product,719,16.91,7.589,354.20,1.057,2.133,6.477
-63.95522513,-31.30801399,1,nutrientes,NO Product,720,17.00,7.665,354.22,1.227,2.115,6.462
-63.95523567,-31.30782500,1,nutrientes,NO Product,721,16.96,7.674,354.24,1.345,2.113,6.458
-63.95523567,-31.30765402,1,nutrientes,NO Product,722,16.85,7.697,354.24,1.236,2.113,6.457
-63.95523567,-31.30747403,1,nutrientes,NO Product,723,16.45,7.672,354.24,1.237,2.116,6.457
-63.95523567,-31.30729404,1,nutrientes,NO Product,724,16.24,7.610,354.21,1.344,2.122,6.459
-63.95518147,-31.30714106,1,nutrientes,NO Product,725,16.12,7.627,354.16,1.263,2.132,6.463
-63.95516620,-31.30688008,1,nutrientes,NO Product,726,16.15,7.608,354.08,1.379,2.148,6.469
-63.95515997,-31.30680665,1,nutrientes,NO Product,727,16.13,7.590,354.01,1.166,2.169,6.477
-63.95512781,-31.30648237,1,nutrientes,NO Product,728,16.00,7.578,353.98,1.597,2.196,6.488
-63.95514046,-31.30631312,1,nutrientes,NO Product,729,15.87,7.564,353.96,1.395,2.228,6.501
-63.95514142,-31.30628238,1,nutrientes,NO Product,730,15.64,7.615,353.97,0.551,2.265,6.516
-63.95529887,-31.30596581,1,nutrientes,NO Product,731,15.64,7.715,353.98,1.395,2.304,6.532
-63.95523567,-31.30584516,1,nutrientes,NO Product,732,15.72,7.775,353.97,1.627,2.345,6.550
-63.95523567,-31.30567417,1,nutrientes,NO Product,733,16.08,7.856,353.95,1.823,2.386,6.569
-63.95522513,-31.30548519,1,nutrientes,NO Product,734,16.38,7.866,353.93,1.969,2.427,6.590
-63.95523567,-31.30531420,1,nutrientes,NO Product,735,16.85,7.906,353.90,2.092,2.467,6.612
-63.95523567,-31.30513422,1,nutrientes,NO Product,736,17.28,7.938,353.87,2.088,2.505,6.636
-63.95523567,-31.30495423,1,nutrientes,NO Product,737,17.46,7.913,353.84,2.058,2.540,6.661
-63.95523567,-31.30477425,1,nutrientes,NO Product,738,17.48,7.871,353.80,2.021,2.569,6.677
-63.95523567,-31.30459426,1,nutrientes,NO Product,739,17.45,7.893,353.77,1.989,2.586,6.671
-63.95523567,-31.30440528,1,nutrientes,NO Product,740,17.42,7.896,353.74,1.996,2.602,6.666
-63.95523567,-31.30423429,1,nutrientes,NO Product,741,17.34,7.909,353.71,2.008,2.618,6.662
-63.95523567,-31.30405430,1,nutrientes,NO Product,742,17.19,7.935,353.68,2.002,2.636,6.658
-63.95523567,-31.30386532,1,nutrientes,NO Product,743,16.89,7.906,353.65,2.037,2.655,6.648
-63.95523567,-31.30369433,1,nutrientes,NO Product,744,16.52,7.845,353.61,2.062,2.680,6.641
-63.95523567,-31.30351435,1,nutrientes,NO Product,745,16.38,7.769,353.57,2.110,2.711,6.631
-63.95523567,-31.30332536,1,nutrientes,NO Product,746,16.26,7.660,353.53,2.119,2.752,6.619
-63.95523567,-31.30315438,1,nutrientes,NO Product,747,16.15,7.542,353.49,2.118,2.801,6.603
-63.95523567,-31.30297439,1,nutrientes,NO Product,748,15.94,7.342,353.44,2.090,2.857,6.586
-63.95523567,-31.30279440,1,nutrientes,NO Product,749,15.77,7.187,353.39,2.079,2.908,6.580
-63.95523567,-31.30260542,1,nutrientes,NO Product,750,15.62,7.060,353.33,2.055,2.949,6.588
-63.95523567,-31.30243443,1,nutrientes,NO Product,751,15.61,7.052,353.26,2.085,2.992,6.598
-63.95523567,-31.30225445,1,nutrientes,NO Product,752,15.72,7.108,353.18,2.110,3.036,6.605
-63.95523567,-31.30206546,1,nutrientes,NO Product,753,16.20,7.341,353.10,2.135,3.088,6.611
-63.95523567,-31.30189448,1,nutrientes,NO Product,754,17.12,7.738,353.02,2.170,3.141,6.617
-63.95523567,-31.30170549,1,nutrientes,NO Product,755,18.69,8.317,352.94,2.214,3.195,6.623
-63.95523567,-31.30153451,1,nutrientes,NO Product,756,19.96,8.990,352.85,2.203,3.250,6.629
-63.95523567,-31.30134552,1,nutrientes,NO Product,757,21.00,9.684,352.78,2.218,3.305,6.635
-63.95523567,-31.30117453,1,nutrientes,NO Product,758,21.26,10.14,352.72,2.204,3.358,6.640
-63.95523567,-31.30098555,1,nutrientes,NO Product,759,20.90,10.28,352.66,2.267,3.384,6.640
-63.95523567,-31.30081456,1,nutrientes,NO Product,760,20.18,9.984,352.61,2.319,3.370,6.631
-63.95523567,-31.30062558,1,nutrientes,NO Product,761,19.17,9.278,352.57,2.393,3.354,6.622
-63.95523567,-31.30045459,1,nutrientes,NO Product,762,18.55,8.646,352.54,2.403,3.338,6.612
-63.95523567,-31.30026561,1,nutrientes,NO Product,763,18.33,8.205,352.51,2.357,3.320,6.601
-63.95523567,-31.30009462,1,nutrientes,NO Product,764,18.28,7.918,352.48,2.313,3.305,6.590
-63.95523567,-31.29991463,1,nutrientes,NO Product,765,18.26,7.900,352.44,2.294,3.292,6.578
-63.95522513,-31.29973465,1,nutrientes,NO Product,766,18.43,8.087,352.41,2.294,3.281,6.566
-63.95523567,-31.29955466,1,nutrientes,NO Product,767,18.76,8.488,352.38,2.288,3.270,6.552
-63.95523567,-31.29936568,1,nutrientes,NO Product,768,19.25,9.085,352.36,2.227,3.260,6.539
-63.95522513,-31.29919469,1,nutrientes,NO Product,769,19.80,9.597,352.35,2.111,3.231,6.558
-63.95523567,-31.29901471,1,nutrientes,NO Product,770,20.08,9.883,352.34,2.063,3.161,6.645
-63.95523567,-31.29882572,1,nutrientes,NO Product,771,20.00,9.742,352.34,2.055,3.086,6.740
-63.95523567,-31.29864574,1,nutrientes,NO Product,772,19.65,9.377,352.34,2.043,3.016,6.826
-63.95522513,-31.29847475,1,nutrientes,NO Product,773,19.13,8.915,352.35,1.998,2.954,6.899
-63.95523567,-31.29828577,1,nutrientes,NO Product,774,18.57,8.593,352.37,1.837,2.900,6.956
-63.95523567,-31.29811478,1,nutrientes,NO Product,775,18.26,8.401,352.42,1.733,2.857,6.995
-63.95523567,-31.29793479,1,nutrientes,NO Product,776,18.18,8.339,352.46,1.589,2.823,7.018
-63.95523567,-31.29774581,1,nutrientes,NO Product,777,17.91,8.340,352.52,1.441,2.795,7.029
-63.95523567,-31.29757482,1,nutrientes,NO Product,778,17.51,8.305,352.56,1.238,2.774,7.030
-63.95523567,-31.29738584,1,nutrientes,NO Product,779,17.10,8.303,352.60,1.077,2.777,7.038
-63.95525673,-31.29723834,1,nutrientes,NO Product,780,16.69,8.211,352.64,0.932,2.766,7.032
-63.95509872,-31.31819390,1,nutrientes,NO Product,781,17.11,8.127,354.11,1.575,2.501,6.512
-63.95502498,-31.31809318,1,nutrientes,NO Product,782,17.08,8.128,354.10,1.567,2.489,6.508
-63.95502498,-31.31790420,1,nutrientes,NO Product,783,17.17,8.094,354.09,1.521,2.475,6.501
-63.95502498,-31.31773321,1,nutrientes,NO Product,784,17.36,8.068,354.08,1.583,2.462,6.491
-63.95502498,-31.31754422,1,nutrientes,NO Product,785,17.60,8.022,354.07,1.711,2.447,6.478
-63.95502498,-31.31737324,1,nutrientes,NO Product,786,17.86,8.078,354.07,1.861,2.432,6.461
-63.95502498,-31.31719325,1,nutrientes,NO Product,787,18.09,8.214,354.06,1.936,2.415,6.440
-63.95502498,-31.31701327,1,nutrientes,NO Product,788,18.30,8.321,354.06,2.005,2.400,6.419
-63.95502498,-31.31682428,1,nutrientes,NO Product,789,18.51,8.442,354.07,2.070,2.385,6.404
-63.95501445,-31.31665330,1,nutrientes,NO Product,790,18.69,8.545,354.07,2.190,2.375,6.401
-63.95501445,-31.31646431,1,nutrientes,NO Product,791,18.91,8.627,354.07,2.344,2.369,6.408
-63.95502498,-31.31629332,1,nutrientes,NO Product,792,18.90,8.624,354.08,2.387,2.364,6.419
-63.95502498,-31.31610434,1,nutrientes,NO Product,793,18.85,8.689,354.08,2.434,2.361,6.431
-63.95502498,-31.31593335,1,nutrientes,NO Product,794,18.65,8.746,354.09,2.451,2.359,6.444
-63.95501445,-31.31575337,1,nutrientes,NO Product,795,18.50,8.868,354.10,2.473,2.360,6.455
-63.95502498,-31.31556438,1,nutrientes,NO Product,796,18.31,8.906,354.12,2.481,2.362,6.466
-63.95502498,-31.31539340,1,nutrientes,NO Product,797,18.15,8.804,354.13,2.534,2.364,6.476
-63.95501445,-31.31521341,1,nutrientes,NO Product,798,17.90,8.652,354.14,2.549,2.365,6.485
-63.95502498,-31.31503343,1,nutrientes,NO Product,799,17.85,8.435,354.16,2.594,2.360,6.494
-63.95501445,-31.31484444,1,nutrientes,NO Product,800,17.45,8.079,354.18,2.568,2.344,6.505
-63.95502498,-31.31466446,1,nutrientes,NO Product,801,17.12,7.712,354.20,2.529,2.319,6.516
-63.95502498,-31.31449347,1,nutrientes,NO Product,802,16.82,7.500,354.23,2.458,2.290,6.526
-63.95502498,-31.31431348,1,nutrientes,NO Product,803,16.72,7.398,354.26,2.459,2.260,6.534
-63.95502498,-31.31413350,1,nutrientes,NO Product,804,16.74,7.414,354.28,2.352,2.231,6.539
-63.95502498,-31.31394451,1,nutrientes,NO Product,805,16.76,7.459,354.30,2.234,2.202,6.540
-63.95502498,-31.31377353,1,nutrientes,NO Product,806,16.84,7.493,354.31,2.218,2.174,6.537
-63.95502498,-31.31358454,1,nutrientes,NO Product,807,16.88,7.519,354.32,2.223,2.147,6.532
-63.95502498,-31.31340456,1,nutrientes,NO Product,808,16.98,7.467,354.34,2.196,2.120,6.526
-63.95502498,-31.31323357,1,nutrientes,NO Product,809,16.74,7.418,354.35,2.156,2.096,6.517
-63.95501445,-31.31304458,1,nutrientes,NO Product,810,16.36,7.348,354.36,2.050,2.075,6.508
-63.95502498,-31.31287360,1,nutrientes,NO Product,811,15.77,7.236,354.37,1.881,2.056,6.501
-63.95502498,-31.31268461,1,nutrientes,NO Product,812,15.05,7.115,354.37,1.630,2.043,6.498
-63.95502498,-31.31251363,1,nutrientes,NO Product,813,14.56,6.952,354.37,1.342,2.034,6.498
-63.95502498,-31.31233364,1,nutrientes,NO Product,814,13.95,6.798,354.37,1.041,2.029,6.500
-63.95510925,-31.31223457,1,nutrientes,NO Product,815,14.14,6.814,354.37,0.775,2.025,6.504
-63.95507765,-31.31172767,1,nutrientes,NO Product,816,16.24,7.409,354.59,1.729,2.017,6.526
-63.95502498,-31.31160470,1,nutrientes,NO Product,817,16.30,7.433,354.59,1.785,2.020,6.531
-63.95502498,-31.31143371,1,nutrientes,NO Product,818,16.45,7.475,354.58,1.830,2.027,6.531
-63.95501445,-31.31124473,1,nutrientes,NO Product,819,16.62,7.518,354.56,1.951,2.038,6.542
-63.95502498,-31.31107374,1,nutrientes,NO Product,820,16.80,7.597,354.52,2.043,2.057,6.556
-63.95502498,-31.31089376,1,nutrientes,NO Product,821,16.87,7.611,354.49,2.054,2.086,6.574
-63.95502498,-31.31070477,1,nutrientes,NO Product,822,17.01,7.702,354.46,2.062,2.124,6.594
-63.95502498,-31.31053379,1,nutrientes,NO Product,823,17.21,7.789,354.42,2.064,2.167,6.615
-63.95502498,-31.31035380,1,nutrientes,NO Product,824,17.51,7.944,354.39,2.031,2.212,6.637
-63.95502498,-31.31017381,1,nutrientes,NO Product,825,18.26,8.284,354.35,1.989,2.259,6.659
-63.95502498,-31.30998483,1,nutrientes,NO Product,826,19.03,8.610,354.31,1.910,2.306,6.680
-63.95502498,-31.30981384,1,nutrientes,NO Product,827,19.54,8.893,354.29,1.881,2.347,6.696
-63.95502498,-31.30963386,1,nutrientes,NO Product,828,19.10,8.775,354.28,1.853,2.334,6.678
-63.95502498,-31.30945387,1,nutrientes,NO Product,829,18.21,8.465,354.27,1.620,2.314,6.655
-63.95502498,-31.30927389,1,nutrientes,NO Product,830,17.13,8.024,354.26,1.382,2.293,6.631
-63.95499338,-31.30911882,1,nutrientes,NO Product,831,16.36,7.687,354.21,1.106,2.270,6.607
-63.95498284,-31.30884856,1,nutrientes,NO Product,832,16.32,7.554,354.16,1.202,2.246,6.582
-63.95501445,-31.30873393,1,nutrientes,NO Product,833,16.30,7.470,354.11,1.312,2.220,6.556
-63.95502498,-31.30855394,1,nutrientes,NO Product,834,16.43,7.497,354.09,1.252,2.193,6.532
-63.95501445,-31.30836496,1,nutrientes,NO Product,835,16.63,7.503,354.10,1.090,2.166,6.508
-63.95502498,-31.30818497,1,nutrientes,NO Product,836,16.76,7.535,354.12,1.095,2.140,6.486
-63.95502498,-31.30801399,1,nutrientes,NO Product,837,16.80,7.517,354.14,1.296,2.121,6.471
-63.95502498,-31.30782500,1,nutrientes,NO Product,838,16.83,7.600,354.15,1.449,2.110,6.463
-63.95502498,-31.30765402,1,nutrientes,NO Product,839,16.85,7.615,354.15,1.439,2.104,6.458
-63.95502498,-31.30746503,1,nutrientes,NO Product,840,16.69,7.632,354.14,1.399,2.102,6.456
-63.95502498,-31.30729404,1,nutrientes,NO Product,841,16.52,7.584,354.11,1.493,2.103,6.457
-63.95502498,-31.30710506,1,nutrientes,NO Product,842,16.44,7.602,354.07,1.441,2.110,6.459
-63.95502498,-31.30693407,1,nutrientes,NO Product,843,16.43,7.644,354.02,1.469,2.124,6.464
-63.95502498,-31.30675409,1,nutrientes,NO Product,844,16.20,7.627,353.99,1.711,2.145,6.472
-63.95501445,-31.30656510,1,nutrientes,NO Product,845,16.15,7.620,353.96,1.654,2.173,6.483
-63.95502498,-31.30638512,1,nutrientes,NO Product,846,15.92,7.545,353.95,1.640,2.208,6.497
-63.95501445,-31.30625302,1,nutrientes,NO Product,847,15.66,7.597,353.95,1.305,2.247,6.513
-63.95510925,-31.30594888,1,nutrientes,NO Product,848,16.08,7.799,353.90,1.481,2.290,6.530
-63.95502498,-31.30584516,1,nutrientes,NO Product,849,16.16,7.904,353.88,1.687,2.334,6.548
-63.95502498,-31.30567417,1,nutrientes,NO Product,850,16.44,7.921,353.86,1.875,2.377,6.567
-63.95502498,-31.30548519,1,nutrientes,NO Product,851,16.68,7.890,353.84,1.990,2.420,6.588
-63.95502498,-31.30531420,1,nutrientes,NO Product,852,17.06,7.913,353.81,2.098,2.460,6.609
-63.95502498,-31.30512522,1,nutrientes,NO Product,853,17.23,7.875,353.78,2.040,2.497,6.632
-63.95502498,-31.30495423,1,nutrientes,NO Product,854,17.41,7.881,353.74,2.013,2.530,6.655
-63.95502498,-31.30477425,1,nutrientes,NO Product,855,17.40,7.887,353.71,1.974,2.556,6.669
-63.95502498,-31.30458526,1,nutrientes,NO Product,856,17.34,7.858,353.68,1.947,2.572,6.670
-63.95502498,-31.30441428,1,nutrientes,NO Product,857,17.37,7.849,353.64,1.935,2.584,6.670
-63.95502498,-31.30422529,1,nutrientes,NO Product,858,17.38,7.855,353.62,1.981,2.595,6.670
-63.95501445,-31.30404530,1,nutrientes,NO Product,859,17.20,7.824,353.59,1.995,2.606,6.670
-63.95502498,-31.30387432,1,nutrientes,NO Product,860,16.98,7.867,353.56,2.003,2.618,6.665
-63.95502498,-31.30368533,1,nutrientes,NO Product,861,16.74,7.859,353.52,2.026,2.635,6.661
-63.95502498,-31.30351435,1,nutrientes,NO Product,862,16.53,7.801,353.48,2.062,2.660,6.655
-63.95502498,-31.30333436,1,nutrientes,NO Product,863,16.44,7.746,353.44,2.075,2.695,6.647
-63.95502498,-31.30314538,1,nutrientes,NO Product,864,16.29,7.601,353.40,2.058,2.737,6.636
-63.95502498,-31.30297439,1,nutrientes,NO Product,865,16.21,7.476,353.36,2.019,2.788,6.625
-63.95502498,-31.30279440,1,nutrientes,NO Product,866,16.02,7.332,353.31,2.009,2.839,6.619
-63.95502498,-31.30260542,1,nutrientes,NO Product,867,15.85,7.202,353.25,1.984,2.889,6.619
-63.95501445,-31.30243443,1,nutrientes,NO Product,868,15.77,7.182,353.19,1.983,2.940,6.623
-63.95502498,-31.30225445,1,nutrientes,NO Product,869,15.80,7.202,353.12,1.996,2.990,6.627
-63.95502498,-31.30207446,1,nutrientes,NO Product,870,16.09,7.338,353.04,2.027,3.046,6.630
-63.95501445,-31.30189448,1,nutrientes,NO Product,871,16.55,7.570,352.96,2.049,3.102,6.634
-63.95502498,-31.30170549,1,nutrientes,NO Product,872,17.42,7.940,352.87,2.093,3.158,6.638
-63.95502498,-31.30153451,1,nutrientes,NO Product,873,18.39,8.506,352.79,2.150,3.212,6.642
-63.95502498,-31.30135452,1,nutrientes,NO Product,874,19.47,9.281,352.70,2.160,3.262,6.646
-63.95502498,-31.30117453,1,nutrientes,NO Product,875,20.02,9.936,352.63,2.200,3.304,6.649
-63.95502498,-31.30099455,1,nutrientes,NO Product,876,20.27,10.30,352.57,2.196,3.326,6.649
-63.95501445,-31.30081456,1,nutrientes,NO Product,877,19.88,10.19,352.51,2.276,3.325,6.645
-63.95502498,-31.30063458,1,nutrientes,NO Product,878,19.26,9.650,352.47,2.271,3.314,6.639
-63.95502498,-31.30044559,1,nutrientes,NO Product,879,18.83,8.891,352.43,2.281,3.299,6.632
-63.95502498,-31.30026561,1,nutrientes,NO Product,880,18.42,8.307,352.39,2.215,3.282,6.625
-63.95502498,-31.30009462,1,nutrientes,NO Product,881,18.36,7.985,352.36,2.192,3.266,6.618
-63.95502498,-31.29990564,1,nutrientes,NO Product,882,18.36,7.902,352.32,2.220,3.250,6.613
-63.95502498,-31.29973465,1,nutrientes,NO Product,883,18.43,8.043,352.28,2.220,3.234,6.608
-63.95502498,-31.29955466,1,nutrientes,NO Product,884,18.82,8.430,352.25,2.218,3.217,6.607
-63.95501445,-31.29936568,1,nutrientes,NO Product,885,19.40,9.006,352.23,2.133,3.194,6.617
-63.95502498,-31.29919469,1,nutrientes,NO Product,886,20.17,9.555,352.22,2.034,3.155,6.655
-63.95501445,-31.29901471,1,nutrientes,NO Product,887,20.65,9.906,352.21,1.989,3.096,6.725
-63.95502498,-31.29883472,1,nutrientes,NO Product,888,20.56,9.845,352.21,1.990,3.026,6.813
-63.95502498,-31.29865474,1,nutrientes,NO Product,889,20.20,9.581,352.20,1.973,2.958,6.899
-63.95502498,-31.29847475,1,nutrientes,NO Product,890,19.44,9.188,352.21,1.883,2.896,6.973
-63.95502498,-31.29828577,1,nutrientes,NO Product,891,19.02,8.821,352.23,1.745,2.844,7.028
-63.95502498,-31.29810578,1,nutrientes,NO Product,892,18.80,8.630,352.27,1.598,2.804,7.062
-63.95501445,-31.29793479,1,nutrientes,NO Product,893,18.59,8.475,352.32,1.505,2.775,7.076
-63.95502498,-31.29775481,1,nutrientes,NO Product,894,18.25,8.375,352.37,1.390,2.754,7.077
-63.95501445,-31.29757482,1,nutrientes,NO Product,895,17.81,8.280,352.41,1.224,2.737,7.069
-63.95502498,-31.29738584,1,nutrientes,NO Product,896,17.39,8.224,352.44,1.083,2.744,7.068
-63.95504605,-31.29724003,1,nutrientes,NO Product,897,16.89,8.191,352.47,0.939,2.737,7.055
-63.95489857,-31.31818808,1,nutrientes,NO Product,898,17.33,8.241,354.01,1.632,2.506,6.524
-63.95481430,-31.31809318,1,nutrientes,NO Product,899,17.26,8.215,354.01,1.528,2.494,6.522
-63.95481430,-31.31790420,1,nutrientes,NO Product,900,17.50,8.215,354.00,1.506,2.482,6.519
-63.95481430,-31.31773321,1,nutrientes,NO Product,901,17.70,8.235,353.98,1.582,2.468,6.513
