Longitude,Latitude,Lote,Conjunto de datos,Producto,Id obj.,EC Sperficial(dS/m),EC SubSuperficial(dS/m),Elevation(m),(seco)Masa de rend.(tonne/ha),MO del suelo(%),pH del suelo((1))
-63.95249678,-31.30873393,1,nutrientes,NO Product,2211,16.24,7.277,353.04,1.462,2.149,6.612
-63.95249678,-31.30855394,1,nutrientes,NO Product,2212,16.16,7.204,353.03,1.558,2.130,6.595
-63.95249678,-31.30836496,1,nutrientes,NO Product,2213,16.08,7.104,353.03,1.657,2.108,6.579
-63.95249678,-31.30818497,1,nutrientes,NO Product,2214,16.11,7.116,353.05,1.657,2.085,6.566
-63.95249678,-31.30801399,1,nutrientes,NO Product,2215,16.07,7.152,353.07,1.640,2.065,6.556
-63.95249678,-31.30783400,1,nutrientes,NO Product,2216,16.01,7.168,353.10,1.636,2.054,6.550
-63.95249678,-31.30764502,1,nutrientes,NO Product,2217,15.90,7.154,353.11,1.573,2.058,6.551
-63.95249678,-31.30747403,1,nutrientes,NO Product,2218,15.84,7.067,353.13,1.390,2.076,6.556
-63.95249678,-31.30728505,1,nutrientes,NO Product,2219,15.81,7.015,353.14,1.256,2.106,6.566
-63.95248624,-31.30711406,1,nutrientes,NO Product,2220,15.82,6.934,353.16,1.163,2.146,6.580
-63.95257052,-31.30700133,1,nutrientes,NO Product,2221,15.97,6.980,353.18,1.053,2.194,6.598
-63.95245464,-31.30599587,1,nutrientes,NO Product,2222,16.14,7.416,352.91,1.581,2.539,6.728
-63.95248624,-31.30584516,1,nutrientes,NO Product,2223,16.46,7.465,352.86,1.579,2.619,6.759
-63.95249678,-31.30567417,1,nutrientes,NO Product,2224,16.79,7.457,352.84,1.844,2.697,6.788
-63.95249678,-31.30549419,1,nutrientes,NO Product,2225,16.99,7.460,352.81,1.914,2.766,6.809
-63.95249678,-31.30530520,1,nutrientes,NO Product,2226,17.10,7.526,352.77,2.119,2.816,6.813
-63.95249678,-31.30512522,1,nutrientes,NO Product,2227,16.89,7.566,352.73,2.191,2.849,6.803
-63.95249678,-31.30495423,1,nutrientes,NO Product,2228,16.63,7.665,352.70,2.212,2.871,6.788
-63.95249678,-31.30477425,1,nutrientes,NO Product,2229,16.35,7.746,352.66,2.201,2.888,6.776
-63.95248624,-31.30458526,1,nutrientes,NO Product,2230,16.19,7.790,352.61,2.164,2.902,6.767
-63.95249678,-31.30440528,1,nutrientes,NO Product,2231,16.18,7.828,352.58,2.116,2.913,6.762
-63.95249678,-31.30422529,1,nutrientes,NO Product,2232,16.28,7.858,352.53,2.086,2.920,6.760
-63.95249678,-31.30404530,1,nutrientes,NO Product,2233,16.28,7.829,352.49,2.047,2.921,6.761
-63.95249678,-31.30386532,1,nutrientes,NO Product,2234,16.20,7.775,352.44,2.017,2.913,6.763
-63.95249678,-31.30369433,1,nutrientes,NO Product,2235,16.10,7.667,352.40,2.021,2.891,6.766
-63.95249678,-31.30351435,1,nutrientes,NO Product,2236,16.04,7.580,352.35,2.037,2.857,6.769
-63.95249678,-31.30333436,1,nutrientes,NO Product,2237,16.02,7.447,352.31,2.050,2.821,6.770
-63.95249678,-31.30314538,1,nutrientes,NO Product,2238,16.01,7.333,352.26,2.049,2.793,6.772
-63.95249678,-31.30296539,1,nutrientes,NO Product,2239,16.08,7.245,352.21,2.049,2.774,6.766
-63.95249678,-31.30279440,1,nutrientes,NO Product,2240,16.21,7.221,352.15,2.022,2.764,6.757
-63.95249678,-31.30261442,1,nutrientes,NO Product,2241,16.31,7.175,352.10,2.004,2.764,6.744
-63.95249678,-31.30243443,1,nutrientes,NO Product,2242,16.32,7.165,352.03,1.972,2.771,6.729
-63.95249678,-31.30224545,1,nutrientes,NO Product,2243,16.31,7.142,351.97,2.009,2.781,6.713
-63.95249678,-31.30207446,1,nutrientes,NO Product,2244,16.22,7.160,351.90,2.058,2.794,6.696
-63.95249678,-31.30188548,1,nutrientes,NO Product,2245,16.19,7.178,351.83,2.088,2.805,6.681
-63.95249678,-31.30171449,1,nutrientes,NO Product,2246,16.24,7.191,351.75,2.096,2.812,6.667
-63.95249678,-31.30153451,1,nutrientes,NO Product,2247,16.44,7.244,351.67,2.086,2.816,6.657
-63.95249678,-31.30134552,1,nutrientes,NO Product,2248,16.59,7.265,351.58,2.090,2.816,6.650
-63.95249678,-31.30117453,1,nutrientes,NO Product,2249,16.73,7.301,351.49,2.092,2.816,6.648
-63.95248624,-31.30098555,1,nutrientes,NO Product,2250,16.86,7.384,351.40,2.120,2.818,6.650
-63.95249678,-31.30081456,1,nutrientes,NO Product,2251,17.08,7.492,351.31,2.115,2.821,6.656
-63.95249678,-31.30063458,1,nutrientes,NO Product,2252,17.31,7.673,351.22,2.173,2.825,6.663
-63.95249678,-31.30044559,1,nutrientes,NO Product,2253,17.87,8.029,351.13,2.220,2.828,6.669
-63.95249678,-31.30027461,1,nutrientes,NO Product,2254,18.77,8.621,351.05,2.275,2.829,6.678
-63.95249678,-31.30009462,1,nutrientes,NO Product,2255,19.79,9.317,350.98,2.296,2.829,6.686
-63.95249678,-31.29991463,1,nutrientes,NO Product,2256,20.72,9.921,350.92,2.333,2.827,6.694
-63.95248624,-31.29973465,1,nutrientes,NO Product,2257,21.25,10.34,350.86,2.325,2.824,6.701
-63.95249678,-31.29954566,1,nutrientes,NO Product,2258,21.15,10.30,350.81,2.370,2.818,6.707
-63.95249678,-31.29937468,1,nutrientes,NO Product,2259,20.95,10.21,350.77,2.393,2.808,6.713
-63.95249678,-31.29919469,1,nutrientes,NO Product,2260,20.62,10.06,350.75,2.388,2.795,6.716
-63.95249678,-31.29900571,1,nutrientes,NO Product,2261,20.32,9.899,350.74,2.373,2.779,6.718
-63.95248624,-31.29882572,1,nutrientes,NO Product,2262,19.84,9.639,350.74,2.332,2.761,6.715
-63.95249678,-31.29865474,1,nutrientes,NO Product,2263,19.19,9.347,350.74,2.237,2.744,6.707
-63.95248624,-31.29847475,1,nutrientes,NO Product,2264,18.63,9.026,350.75,2.104,2.729,6.692
-63.95249678,-31.29828577,1,nutrientes,NO Product,2265,18.23,8.777,350.78,1.981,2.716,6.670
-63.95249678,-31.29810578,1,nutrientes,NO Product,2266,18.17,8.717,350.81,1.910,2.706,6.640
-63.95249678,-31.29793479,1,nutrientes,NO Product,2267,18.28,8.714,350.85,1.831,2.691,6.643
-63.95249678,-31.29775481,1,nutrientes,NO Product,2268,18.37,8.751,350.89,1.603,2.673,6.678
-63.95249678,-31.29756582,1,nutrientes,NO Product,2269,18.23,8.747,350.94,1.446,2.668,6.713
-63.95249678,-31.29739484,1,nutrientes,NO Product,2270,18.04,8.698,350.97,1.255,2.659,6.739
-63.95254945,-31.29726024,1,nutrientes,NO Product,2271,17.98,8.684,350.98,1.183,2.652,6.760
-63.95234930,-31.31802381,1,nutrientes,NO Product,2272,16.95,7.806,353.22,1.693,2.580,6.440
-63.95228609,-31.31791320,1,nutrientes,NO Product,2273,17.00,7.775,353.23,1.677,2.570,6.427
-63.95228609,-31.31773321,1,nutrientes,NO Product,2274,16.99,7.687,353.23,1.691,2.561,6.412
-63.95228609,-31.31754422,1,nutrientes,NO Product,2275,17.09,7.646,353.24,1.834,2.551,6.395
-63.95228609,-31.31737324,1,nutrientes,NO Product,2276,17.15,7.560,353.25,1.893,2.541,6.376
-63.95227556,-31.31719325,1,nutrientes,NO Product,2277,17.29,7.594,353.27,1.835,2.536,6.354
-63.95228609,-31.31701327,1,nutrientes,NO Product,2278,17.25,7.680,353.28,1.813,2.527,6.334
-63.95228609,-31.31682428,1,nutrientes,NO Product,2279,17.04,7.826,353.29,1.835,2.531,6.331
-63.95228609,-31.31665330,1,nutrientes,NO Product,2280,16.98,7.906,353.29,1.930,2.560,6.365
-63.95228609,-31.31647331,1,nutrientes,NO Product,2281,17.02,7.991,353.29,2.025,2.600,6.407
-63.95228609,-31.31629332,1,nutrientes,NO Product,2282,17.09,8.018,353.29,2.039,2.640,6.448
-63.95228609,-31.31611334,1,nutrientes,NO Product,2283,17.31,7.973,353.29,2.022,2.684,6.486
-63.95228609,-31.31592435,1,nutrientes,NO Product,2284,17.36,7.940,353.29,2.041,2.720,6.523
-63.95228609,-31.31575337,1,nutrientes,NO Product,2285,17.26,7.940,353.29,2.076,2.744,6.550
-63.95228609,-31.31557338,1,nutrientes,NO Product,2286,17.27,7.993,353.30,2.101,2.740,6.560
-63.95227556,-31.31539340,1,nutrientes,NO Product,2287,17.16,8.049,353.31,2.092,2.713,6.554
-63.95228609,-31.31520441,1,nutrientes,NO Product,2288,17.13,8.082,353.31,2.083,2.679,6.541
-63.95228609,-31.31503343,1,nutrientes,NO Product,2289,16.92,7.995,353.32,2.089,2.643,6.525
-63.95228609,-31.31484444,1,nutrientes,NO Product,2290,16.80,7.910,353.34,2.115,2.608,6.506
-63.95228609,-31.31467345,1,nutrientes,NO Product,2291,16.70,7.829,353.35,2.044,2.573,6.486
-63.95228609,-31.31448447,1,nutrientes,NO Product,2292,16.83,7.773,353.37,1.995,2.541,6.464
-63.95228609,-31.31431348,1,nutrientes,NO Product,2293,16.99,7.817,353.40,1.979,2.515,6.441
-63.95228609,-31.31413350,1,nutrientes,NO Product,2294,17.28,7.862,353.42,2.008,2.484,6.416
-63.95228609,-31.31395351,1,nutrientes,NO Product,2295,17.36,7.842,353.44,1.971,2.454,6.392
-63.95227556,-31.31377353,1,nutrientes,NO Product,2296,17.37,7.827,353.47,2.018,2.424,6.371
-63.95228609,-31.31359354,1,nutrientes,NO Product,2297,17.21,7.773,353.49,2.023,2.394,6.359
-63.95228609,-31.31341356,1,nutrientes,NO Product,2298,17.14,7.712,353.52,2.038,2.363,6.359
-63.95228609,-31.31323357,1,nutrientes,NO Product,2299,17.04,7.679,353.54,1.924,2.332,6.365
-63.95228609,-31.31304458,1,nutrientes,NO Product,2300,16.88,7.607,353.56,1.768,2.303,6.373
-63.95228609,-31.31287360,1,nutrientes,NO Product,2301,16.73,7.510,353.57,1.778,2.276,6.383
-63.95228609,-31.31269361,1,nutrientes,NO Product,2302,16.54,7.418,353.57,1.851,2.252,6.394
-63.95228609,-31.31251363,1,nutrientes,NO Product,2303,16.39,7.380,353.56,1.855,2.232,6.405
-63.95228609,-31.31233364,1,nutrientes,NO Product,2304,16.19,7.319,353.56,1.751,2.214,6.421
-63.95228609,-31.31214466,1,nutrientes,NO Product,2305,15.99,7.252,353.56,1.520,2.200,6.439
-63.95228609,-31.31197367,1,nutrientes,NO Product,2306,15.80,7.215,353.56,1.337,2.189,6.459
-63.95228609,-31.31178469,1,nutrientes,NO Product,2307,15.63,7.166,353.56,1.268,2.181,6.480
-63.95233876,-31.31165871,1,nutrientes,NO Product,2308,15.51,7.130,353.56,0.769,2.168,6.515
-63.95227556,-31.31050825,1,nutrientes,NO Product,2309,16.32,7.486,353.15,1.215,2.180,6.644
-63.95228609,-31.31035380,1,nutrientes,NO Product,2310,17.17,7.975,353.13,1.302,2.185,6.667
-63.95228609,-31.31017381,1,nutrientes,NO Product,2311,18.01,8.386,353.12,1.556,2.190,6.688
-63.95228609,-31.30999383,1,nutrientes,NO Product,2312,18.93,8.875,353.11,1.631,2.193,6.704
-63.95228609,-31.30981384,1,nutrientes,NO Product,2313,19.66,9.214,353.11,1.781,2.193,6.707
-63.95228609,-31.30963386,1,nutrientes,NO Product,2314,19.40,9.095,353.10,1.799,2.188,6.697
-63.95228609,-31.30944487,1,nutrientes,NO Product,2315,18.99,8.880,353.10,1.634,2.180,6.682
-63.95228609,-31.30927389,1,nutrientes,NO Product,2316,18.20,8.533,353.09,1.471,2.171,6.665
-63.95231770,-31.30915399,1,nutrientes,NO Product,2317,17.47,8.095,353.05,1.345,2.159,6.648
-63.95230716,-31.30888047,1,nutrientes,NO Product,2318,16.72,7.679,353.00,1.378,2.144,6.631
-63.95228609,-31.30873393,1,nutrientes,NO Product,2319,16.44,7.388,352.95,1.538,2.125,6.614
-63.95228609,-31.30855394,1,nutrientes,NO Product,2320,16.46,7.337,352.94,1.602,2.103,6.597
-63.95228609,-31.30836496,1,nutrientes,NO Product,2321,16.50,7.308,352.94,1.708,2.078,6.582
-63.95228609,-31.30819397,1,nutrientes,NO Product,2322,16.46,7.349,352.96,1.702,2.051,6.568
-63.95228609,-31.30801399,1,nutrientes,NO Product,2323,16.32,7.366,352.97,1.695,2.028,6.558
-63.95228609,-31.30782500,1,nutrientes,NO Product,2324,16.10,7.337,352.99,1.667,2.020,6.553
-63.95228609,-31.30765402,1,nutrientes,NO Product,2325,15.87,7.277,353.00,1.624,2.033,6.556
-63.95228609,-31.30747403,1,nutrientes,NO Product,2326,15.58,7.130,353.02,1.393,2.064,6.565
-63.95228609,-31.30729404,1,nutrientes,NO Product,2327,15.32,6.968,353.03,1.176,2.106,6.578
-63.95228609,-31.30710506,1,nutrientes,NO Product,2328,15.34,6.899,353.04,1.014,2.156,6.595
-63.95235983,-31.30700284,1,nutrientes,NO Product,2329,15.28,6.886,353.05,0.956,2.212,6.614
-63.95231770,-31.30599543,1,nutrientes,NO Product,2330,16.57,7.621,352.77,1.551,2.574,6.754
-63.95228609,-31.30585416,1,nutrientes,NO Product,2331,16.72,7.583,352.75,1.603,2.658,6.790
-63.95228609,-31.30567417,1,nutrientes,NO Product,2332,16.98,7.588,352.73,1.784,2.744,6.826
-63.95228609,-31.30549419,1,nutrientes,NO Product,2333,17.21,7.590,352.70,1.941,2.825,6.860
-63.95228609,-31.30530520,1,nutrientes,NO Product,2334,17.14,7.586,352.66,2.094,2.874,6.861
-63.95228609,-31.30513422,1,nutrientes,NO Product,2335,16.95,7.583,352.63,2.158,2.896,6.839
-63.95228609,-31.30495423,1,nutrientes,NO Product,2336,16.70,7.655,352.59,2.199,2.916,6.818
-63.95228609,-31.30477425,1,nutrientes,NO Product,2337,16.33,7.662,352.55,2.163,2.934,6.800
-63.95228609,-31.30459426,1,nutrientes,NO Product,2338,16.16,7.719,352.51,2.144,2.952,6.786
-63.95228609,-31.30441428,1,nutrientes,NO Product,2339,16.02,7.722,352.48,2.138,2.970,6.775
-63.95228609,-31.30423429,1,nutrientes,NO Product,2340,15.98,7.760,352.43,2.099,2.988,6.768
-63.95227556,-31.30404530,1,nutrientes,NO Product,2341,16.05,7.782,352.38,2.037,3.004,6.762
-63.95228609,-31.30387432,1,nutrientes,NO Product,2342,16.12,7.768,352.34,2.026,3.010,6.758
-63.95228609,-31.30369433,1,nutrientes,NO Product,2343,16.20,7.732,352.28,2.016,2.993,6.756
-63.95228609,-31.30351435,1,nutrientes,NO Product,2344,16.20,7.627,352.23,2.040,2.952,6.756
-63.95228609,-31.30333436,1,nutrientes,NO Product,2345,16.22,7.522,352.19,2.065,2.906,6.756
-63.95228609,-31.30314538,1,nutrientes,NO Product,2346,16.19,7.430,352.13,2.069,2.869,6.757
-63.95228609,-31.30296539,1,nutrientes,NO Product,2347,16.27,7.323,352.08,2.080,2.839,6.752
-63.95228609,-31.30279440,1,nutrientes,NO Product,2348,16.45,7.309,352.02,2.047,2.818,6.744
-63.95228609,-31.30260542,1,nutrientes,NO Product,2349,16.47,7.213,351.96,2.038,2.806,6.732
-63.95228609,-31.30243443,1,nutrientes,NO Product,2350,16.68,7.227,351.90,2.020,2.800,6.719
-63.95227556,-31.30224545,1,nutrientes,NO Product,2351,16.59,7.188,351.83,2.064,2.798,6.704
-63.95228609,-31.30207446,1,nutrientes,NO Product,2352,16.48,7.154,351.77,2.099,2.799,6.689
-63.95228609,-31.30188548,1,nutrientes,NO Product,2353,16.46,7.153,351.69,2.128,2.799,6.674
-63.95228609,-31.30170549,1,nutrientes,NO Product,2354,16.36,7.159,351.61,2.129,2.796,6.660
-63.95228609,-31.30153451,1,nutrientes,NO Product,2355,16.57,7.212,351.53,2.111,2.791,6.649
-63.95228609,-31.30135452,1,nutrientes,NO Product,2356,16.71,7.259,351.44,2.095,2.785,6.640
-63.95228609,-31.30117453,1,nutrientes,NO Product,2357,16.94,7.353,351.36,2.096,2.784,6.637
-63.95228609,-31.30099455,1,nutrientes,NO Product,2358,17.13,7.424,351.27,2.077,2.787,6.638
-63.95228609,-31.30080556,1,nutrientes,NO Product,2359,17.34,7.523,351.18,2.085,2.794,6.643
-63.95228609,-31.30063458,1,nutrientes,NO Product,2360,17.53,7.650,351.09,2.142,2.802,6.650
-63.95228609,-31.30045459,1,nutrientes,NO Product,2361,17.91,7.908,351.01,2.194,2.809,6.655
-63.95228609,-31.30027461,1,nutrientes,NO Product,2362,18.60,8.434,350.93,2.250,2.814,6.661
-63.95227556,-31.30009462,1,nutrientes,NO Product,2363,19.63,9.085,350.86,2.282,2.817,6.667
-63.95228609,-31.29990564,1,nutrientes,NO Product,2364,20.62,9.794,350.79,2.319,2.819,6.673
-63.95228609,-31.29973465,1,nutrientes,NO Product,2365,21.33,10.30,350.74,2.344,2.819,6.677
-63.95228609,-31.29954566,1,nutrientes,NO Product,2366,21.60,10.54,350.69,2.335,2.818,6.679
-63.95228609,-31.29937468,1,nutrientes,NO Product,2367,21.51,10.53,350.65,2.349,2.812,6.681
-63.95228609,-31.29918569,1,nutrientes,NO Product,2368,21.29,10.43,350.63,2.371,2.800,6.683
-63.95227556,-31.29901471,1,nutrientes,NO Product,2369,20.80,10.19,350.61,2.335,2.784,6.682
-63.95228609,-31.29883472,1,nutrientes,NO Product,2370,20.33,9.918,350.60,2.294,2.767,6.678
-63.95228609,-31.29865474,1,nutrientes,NO Product,2371,19.68,9.539,350.60,2.218,2.750,6.670
-63.95228609,-31.29847475,1,nutrientes,NO Product,2372,19.05,9.158,350.62,2.105,2.735,6.656
-63.95228609,-31.29829476,1,nutrientes,NO Product,2373,18.65,8.924,350.64,1.996,2.722,6.638
-63.95228609,-31.29811478,1,nutrientes,NO Product,2374,18.63,8.840,350.68,1.909,2.709,6.623
-63.95228609,-31.29792579,1,nutrientes,NO Product,2375,18.75,8.827,350.72,1.846,2.695,6.627
-63.95228609,-31.29775481,1,nutrientes,NO Product,2376,18.75,8.833,350.77,1.703,2.679,6.649
-63.95228609,-31.29756582,1,nutrientes,NO Product,2377,18.59,8.774,350.83,1.486,2.675,6.682
-63.95228609,-31.29739484,1,nutrientes,NO Product,2378,18.41,8.739,350.85,1.318,2.665,6.707
-63.95233876,-31.29726193,1,nutrientes,NO Product,2379,18.31,8.729,350.87,1.204,2.657,6.729
-63.95214915,-31.31801799,1,nutrientes,NO Product,2380,16.78,7.697,353.17,1.530,2.593,6.432
-63.95206488,-31.31790420,1,nutrientes,NO Product,2381,16.79,7.691,353.17,1.585,2.585,6.420
-63.95207541,-31.31772421,1,nutrientes,NO Product,2382,16.88,7.619,353.17,1.587,2.578,6.406
-63.95207541,-31.31755322,1,nutrientes,NO Product,2383,16.93,7.528,353.18,1.686,2.570,6.390
-63.95207541,-31.31736424,1,nutrientes,NO Product,2384,17.00,7.483,353.19,1.813,2.564,6.374
-63.95207541,-31.31719325,1,nutrientes,NO Product,2385,17.18,7.598,353.20,1.762,2.566,6.359
-63.95207541,-31.31701327,1,nutrientes,NO Product,2386,17.22,7.725,353.21,1.740,2.566,6.350
-63.95207541,-31.31683328,1,nutrientes,NO Product,2387,17.13,7.871,353.22,1.782,2.577,6.354
-63.95207541,-31.31665330,1,nutrientes,NO Product,2388,17.08,7.976,353.22,1.910,2.598,6.380
-63.95206488,-31.31647331,1,nutrientes,NO Product,2389,17.03,8.037,353.21,1.987,2.636,6.414
-63.95207541,-31.31628433,1,nutrientes,NO Product,2390,17.14,8.006,353.21,1.998,2.678,6.452
-63.95207541,-31.31611334,1,nutrientes,NO Product,2391,17.30,8.015,353.21,1.985,2.728,6.489
-63.95207541,-31.31593335,1,nutrientes,NO Product,2392,17.34,7.935,353.21,1.987,2.774,6.529
-63.95207541,-31.31575337,1,nutrientes,NO Product,2393,17.34,7.918,353.22,2.003,2.818,6.565
-63.95207541,-31.31556438,1,nutrientes,NO Product,2394,17.43,7.938,353.22,1.999,2.806,6.569
-63.95207541,-31.31539340,1,nutrientes,NO Product,2395,17.28,7.979,353.22,1.985,2.763,6.554
-63.95206488,-31.31521341,1,nutrientes,NO Product,2396,17.13,7.965,353.24,1.975,2.721,6.536
-63.95207541,-31.31502443,1,nutrientes,NO Product,2397,16.98,7.944,353.25,2.022,2.681,6.517
-63.95207541,-31.31485344,1,nutrientes,NO Product,2398,16.84,7.874,353.27,2.039,2.643,6.496
-63.95207541,-31.31467345,1,nutrientes,NO Product,2399,16.79,7.817,353.30,1.969,2.606,6.474
-63.95207541,-31.31449347,1,nutrientes,NO Product,2400,16.92,7.807,353.32,1.916,2.573,6.450
-63.95207541,-31.31431348,1,nutrientes,NO Product,2401,17.22,7.873,353.35,1.912,2.547,6.426
-63.95206488,-31.31413350,1,nutrientes,NO Product,2402,17.44,7.911,353.37,1.921,2.515,6.398
-63.95207541,-31.31394451,1,nutrientes,NO Product,2403,17.56,7.945,353.40,1.930,2.485,6.370
-63.95207541,-31.31377353,1,nutrientes,NO Product,2404,17.47,7.896,353.42,1.936,2.457,6.343
-63.95206488,-31.31358454,1,nutrientes,NO Product,2405,17.37,7.845,353.44,1.978,2.427,6.330
-63.95207541,-31.31341356,1,nutrientes,NO Product,2406,17.32,7.785,353.46,1.977,2.394,6.339
-63.95206488,-31.31323357,1,nutrientes,NO Product,2407,17.25,7.744,353.47,1.859,2.362,6.351
-63.95207541,-31.31304458,1,nutrientes,NO Product,2408,17.15,7.676,353.48,1.722,2.332,6.364
-63.95206488,-31.31287360,1,nutrientes,NO Product,2409,16.98,7.577,353.49,1.681,2.305,6.376
-63.95207541,-31.31268461,1,nutrientes,NO Product,2410,16.76,7.512,353.48,1.761,2.280,6.390
-63.95206488,-31.31251363,1,nutrientes,NO Product,2411,16.51,7.435,353.48,1.816,2.261,6.402
-63.95207541,-31.31232464,1,nutrientes,NO Product,2412,16.32,7.378,353.47,1.704,2.242,6.420
-63.95207541,-31.31215366,1,nutrientes,NO Product,2413,16.16,7.339,353.47,1.534,2.227,6.438
-63.95207541,-31.31196467,1,nutrientes,NO Product,2414,16.04,7.314,353.47,1.271,2.214,6.458
-63.95207541,-31.31179368,1,nutrientes,NO Product,2415,15.83,7.247,353.46,1.120,2.205,6.479
-63.95208594,-31.31165216,1,nutrientes,NO Product,2416,15.44,7.102,353.45,0.748,2.188,6.516
-63.95208594,-31.31050920,1,nutrientes,NO Product,2417,16.67,7.645,353.06,1.132,2.187,6.639
-63.95207541,-31.31034480,1,nutrientes,NO Product,2418,17.56,8.145,353.03,1.251,2.189,6.659
-63.95207541,-31.31016481,1,nutrientes,NO Product,2419,18.68,8.671,353.02,1.502,2.191,6.676
-63.95207541,-31.30999383,1,nutrientes,NO Product,2420,19.55,9.113,353.02,1.638,2.191,6.688
-63.95207541,-31.30980484,1,nutrientes,NO Product,2421,20.19,9.421,353.01,1.777,2.188,6.691
-63.95207541,-31.30963386,1,nutrientes,NO Product,2422,19.70,9.244,353.01,1.785,2.182,6.685
-63.95207541,-31.30945387,1,nutrientes,NO Product,2423,19.16,9.006,353.01,1.608,2.173,6.674
-63.95206488,-31.30927389,1,nutrientes,NO Product,2424,18.25,8.557,353.01,1.467,2.161,6.661
-63.95213862,-31.30915669,1,nutrientes,NO Product,2425,17.46,8.121,352.97,1.304,2.147,6.646
-63.95206488,-31.30888292,1,nutrientes,NO Product,2426,16.68,7.700,352.91,1.346,2.130,6.630
-63.95207541,-31.30873393,1,nutrientes,NO Product,2427,16.55,7.440,352.86,1.502,2.109,6.614
-63.95207541,-31.30855394,1,nutrientes,NO Product,2428,16.65,7.455,352.86,1.595,2.084,6.599
-63.95207541,-31.30837396,1,nutrientes,NO Product,2429,16.73,7.474,352.85,1.740,2.056,6.584
-63.95207541,-31.30819397,1,nutrientes,NO Product,2430,16.62,7.516,352.87,1.742,2.025,6.570
-63.95207541,-31.30801399,1,nutrientes,NO Product,2431,16.49,7.529,352.89,1.735,1.995,6.558
-63.95207541,-31.30783400,1,nutrientes,NO Product,2432,16.11,7.478,352.90,1.712,1.982,6.553
-63.95207541,-31.30765402,1,nutrientes,NO Product,2433,15.79,7.352,352.91,1.616,2.009,6.559
-63.95206488,-31.30747403,1,nutrientes,NO Product,2434,15.40,7.163,352.92,1.326,2.056,6.572
-63.95207541,-31.30728505,1,nutrientes,NO Product,2435,15.08,7.000,352.93,1.110,2.109,6.589
-63.95207541,-31.30711406,1,nutrientes,NO Product,2436,14.75,6.859,352.93,0.859,2.167,6.607
-63.95209648,-31.30700208,1,nutrientes,NO Product,2437,14.93,6.864,352.93,0.641,2.229,6.629
-63.95201221,-31.30597893,1,nutrientes,NO Product,2438,17.06,7.885,352.66,1.568,2.601,6.773
-63.95207541,-31.30585416,1,nutrientes,NO Product,2439,17.07,7.916,352.64,1.824,2.686,6.809
-63.95207541,-31.30566517,1,nutrientes,NO Product,2440,17.33,7.900,352.62,1.950,2.773,6.847
-63.95207541,-31.30549419,1,nutrientes,NO Product,2441,17.46,7.882,352.59,1.980,2.859,6.884
-63.95207541,-31.30530520,1,nutrientes,NO Product,2442,17.31,7.801,352.56,2.040,2.906,6.884
-63.95207541,-31.30513422,1,nutrientes,NO Product,2443,17.03,7.714,352.53,2.116,2.927,6.859
-63.95207541,-31.30495423,1,nutrientes,NO Product,2444,16.65,7.667,352.49,1.996,2.948,6.836
-63.95207541,-31.30477425,1,nutrientes,NO Product,2445,16.32,7.634,352.45,1.912,2.969,6.815
-63.95207541,-31.30459426,1,nutrientes,NO Product,2446,16.11,7.666,352.42,1.960,2.991,6.798
-63.95207541,-31.30440528,1,nutrientes,NO Product,2447,16.04,7.721,352.38,1.975,3.016,6.784
-63.95206488,-31.30423429,1,nutrientes,NO Product,2448,16.12,7.784,352.33,2.094,3.043,6.772
-63.95207541,-31.30404530,1,nutrientes,NO Product,2449,16.20,7.816,352.28,2.047,3.072,6.762
-63.95207541,-31.30386532,1,nutrientes,NO Product,2450,16.25,7.818,352.23,2.014,3.102,6.751
-63.95207541,-31.30369433,1,nutrientes,NO Product,2451,16.36,7.818,352.18,1.991,3.091,6.745
-63.95207541,-31.30351435,1,nutrientes,NO Product,2452,16.44,7.774,352.12,2.035,3.032,6.745
-63.95207541,-31.30332536,1,nutrientes,NO Product,2453,16.45,7.687,352.07,2.042,2.974,6.744
-63.95207541,-31.30314538,1,nutrientes,NO Product,2454,16.48,7.625,352.01,2.054,2.930,6.745
-63.95207541,-31.30297439,1,nutrientes,NO Product,2455,16.46,7.521,351.95,2.071,2.892,6.740
-63.95207541,-31.30278541,1,nutrientes,NO Product,2456,16.64,7.479,351.89,2.068,2.863,6.732
-63.95207541,-31.30261442,1,nutrientes,NO Product,2457,16.74,7.429,351.83,2.060,2.841,6.722
-63.95207541,-31.30243443,1,nutrientes,NO Product,2458,16.72,7.366,351.77,2.063,2.826,6.710
-63.95207541,-31.30225445,1,nutrientes,NO Product,2459,16.65,7.274,351.70,2.105,2.814,6.696
-63.95207541,-31.30206546,1,nutrientes,NO Product,2460,16.44,7.244,351.63,2.143,2.806,6.681
-63.95207541,-31.30189448,1,nutrientes,NO Product,2461,16.28,7.180,351.56,2.138,2.797,6.667
-63.95207541,-31.30171449,1,nutrientes,NO Product,2462,16.29,7.192,351.48,2.105,2.785,6.653
-63.95207541,-31.30153451,1,nutrientes,NO Product,2463,16.38,7.229,351.40,2.097,2.771,6.640
-63.95207541,-31.30135452,1,nutrientes,NO Product,2464,16.59,7.294,351.31,2.075,2.757,6.630
-63.95207541,-31.30117453,1,nutrientes,NO Product,2465,16.89,7.388,351.23,2.052,2.751,6.624
-63.95207541,-31.30098555,1,nutrientes,NO Product,2466,17.16,7.498,351.14,2.014,2.760,6.626
-63.95207541,-31.30081456,1,nutrientes,NO Product,2467,17.42,7.595,351.06,2.008,2.772,6.632
